央视,#genre#
内蒙古卫视,http://hlsliveali-cdn.ysp.cctv.cn/9DB5580577E84897AAE79F259CE8B333E00064CD3B48BF34C40663465C638AA4C53300CB86C6CB9F1229F52F1C6DB63AE027A1A0F8C1D271A0C29BB63394B35DD4A3628D1E35FC0B0737A50E1560BECDADE1740820BF17AACEDCED3143D4A846305E107C01906EDEAAF623612EC23F59B483102136FCE34EBAEC9A001B88E5AD2E0C841C33169BE98E7C4BA6A8F76ADAAD7CED159A5C192877BFCA69395BCEDD3180296CF079F793C0AE06E580250967/2025561202.m3u8
云南卫视,http://hlsliveali-cdn.ysp.cctv.cn/6BA6C4634043798DB9002CEA727E2B8172739B3A24418373C3A808CC525825724F2A51BF0D40E99A1FA9BD1EFEEA390CC24444E225246C8F0B2D1AB96CDE1292EF6FFDC43AD6D7FE4231CC874251399F2CACAACA4D0DC5AF3A3C07F14239D657C32914F53D15515EF1BE41AC1F5CCA1899E1DB3063AF3DBFFFF538EB052E71A49EB7E012DA9878DA903162C3F16F8D2C7D4FC16DBE0F168C9B5006264D46EBBD0341154CA7A46206F5F8E9D842D1A665/2025561302.m3u8
山西卫视,http://hlsliveali-cdn.ysp.cctv.cn/368E5E974EF302AC398926DCF7E354CC02E16EFDD83FB461AB475B5ABD94AF44D14ED851315A7E0E242E70443F59333777D0D217FCD947E2ADCE5FCC1D5FC390E220C714C11B34EA27957E75690E74F33BC04C0DB11F0AA9B2F70B29AF5047A3E173977FA7094E731858AB72E770D02B6A190CB72213DD75097D291A4BC12105314B128C3FA13EBFDCB91C53AB596E6D61D97B51FA5D8433AAC8336BCB3FD7749770E64C1E52B3A1C741BED3BC05E6E4/2025560802.m3u8
青海卫视,http://hlsliveali-cdn.ysp.cctv.cn/E11CFA20D6686C07A11893F8BDCCE54ED40D58AD7DEEB57B222431815D36D082839A1194CEE39AF8164ED3EFD0F0ED025DE86EBE5592981A1B1AEE0F852DD037F4C50BA5B1A31727F28FDDD71B0218CC10D7B6CC1FE46D51A18DAF291C6AFE626F119EB568E7E0AFE140556A51F1D5DD71AB520E245858FA74EE7357DA7DADB756D242E47557D9EB1A11EB0EA74D7343D0F184843A430BAF6219FDF46F6A2B99599597566D30F05F22C7922E96171513/2025559102.m3u8
CETV1,http://mobileliveali-cdn.ysp.cctv.cn/ysp/03F2F46C022204706BD1015160BB201974BC8587071A8A21D00323939D9BBAB761001BC9EEA37F16FE244958CCB97089331FE333AC71636E9421B1AAC7DCA4CECE2759E8AADEB09DA2EF683C452682E1AA94EB33D5DB20560B44158BD7EC704047A3D6780D3084091748BE637186371DA86FAB978C6F3C4EC66A9A1EA50E7B1CF0C7820719E27BEFD2BC0578781DC802634C173CE263D09E47A86AF8A238ACAD5A9A8AED9947D840A0FCC2C992A71527/2022823801_shd.m3u8
新疆卫视,http://hlsliveali-cdn.ysp.cctv.cn/159DEDC79EE364DFD13F50EA72485D76F6366A14B0E377630F94F7E1DBF922234515D9728F89A1FEA473674D9ED1D25D72A119DDF03AC67E257482CB1AB471C5E4EB6826596259D89FB82322376D08D000992B9C8258D961F320B6E30723AFF1161894423C1E4B9A04585B6699ED7B5DF48BB9590137CAD7D8328967413D0FDFF38B2D13EC15260A303386CE00AC32E818327044F7323F3A0290257A4E288B68C4989DD17DF10C13A924544CDE8C1055/2019927402.m3u8
西藏卫视,http://hlsliveali-cdn.ysp.cctv.cn/E9AA70BC57E56F88682F3990F2189676B5C1AB260817FD91490962BF0308C4E516DC198A261525167471D5AF916B54FF340973FEDE51F9F89DF940334C0FC916E21F7553346E49A316197E46AB504BF68B486DEE0B7FB8DD6C8CEA816B0E9F652FA283579416426D22951748C372C70470D9E2648717118D50085F0938A3545960510D9379656406BAA488AEDB94FD8CDA389FDA0222FA9F196D385F8D51208868339418DF2FD6856AABCB370D375F2D/2025558002.m3u8
兵团卫视,http://mobileliveali-cdn.ysp.cctv.cn/ysp/C7249F4BF8E4966EF33EF6FF3978BA05EE0462AED83D381A2D1030AB8FBEE3D0D5C51E0527576C9DBBECDA06690C358EFEE379A8D003420DD36A0AF28FB3A7FE056BBC02BD6076FE9F3FB35CB1ACCFA9B7A76373B5F16BEBD29486770510C824308629722EEAF442EC60DC9582D8B5AFDFA5D90D2C0DA896E4F99A111CD2C0F0528CDBFA275EEAA4DFC0806395BCD9D025D8C5B6912876DCE7C6AD7A33008971B059C788918931CCC6C09B3D9D1A9A96/2025990501_shd.m3u8





